"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-12-27,"BC","Vancouver Coastal","Vancouver",44,46.57
2020-12-27,"BC","Vancouver Island","All",11,8
2020-12-27,"BC","Vancouver Island","Central Vancouver Island",1,2
2020-12-27,"BC","Vancouver Island","North Vancouver Island",4,2
2020-12-27,"BC","Vancouver Island","South Vancouver Island",6,4
2020-12-27,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-12-28,"BC","All","All",404,459.71
2020-12-28,"BC","Fraser","All",246,285.29
2020-12-28,"BC","Fraser","Fraser East",39,55.29
2020-12-28,"BC","Fraser","Fraser North",51,62.71
2020-12-28,"BC","Fraser","Fraser South",156,167.14
2020-12-28,"BC","Fraser","Unknown",0,0.14
2020-12-28,"BC","Interior","All",53,53.29
2020-12-28,"BC","Interior","East Kootenay",2,1.86
2020-12-28,"BC","Interior","Kootenay Boundary",0,1.14
2020-12-28,"BC","Interior","Okanagan",36,40.57
2020-12-28,"BC","Interior","Thompson Cariboo Shuswap",15,9.71
2020-12-28,"BC","Northern","All",17,33.71
2020-12-28,"BC","Northern","Northeast",5,6.57
2020-12-28,"BC","Northern","Northern Interior",10,19.43
2020-12-28,"BC","Northern","Northwest",2,7.71
2020-12-28,"BC","Northern","Unknown",0,0
2020-12-28,"BC","Vancouver Coastal","All",74,78.43
2020-12-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,14.43
2020-12-28,"BC","Vancouver Coastal","Richmond",16,17.43
2020-12-28,"BC","Vancouver Coastal","Unknown",0,0
2020-12-28,"BC","Vancouver Coastal","Vancouver",47,46.57
2020-12-28,"BC","Vancouver Island","All",14,9
2020-12-28,"BC","Vancouver Island","Central Vancouver Island",2,1.86
2020-12-28,"BC","Vancouver Island","North Vancouver Island",1,2
2020-12-28,"BC","Vancouver Island","South Vancouver Island",11,5.14
2020-12-28,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-12-29,"BC","All","All",618,474.86
2020-12-29,"BC","Fraser","All",355,292.14
2020-12-29,"BC","Fraser","Fraser East",68,56.29
2020-12-29,"BC","Fraser","Fraser North",78,63.71
2020-12-29,"BC","Fraser","Fraser South",209,172
2020-12-29,"BC","Fraser","Unknown",0,0.14
2020-12-29,"BC","Interior","All",68,54.86
2020-12-29,"BC","Interior","East Kootenay",4,2.29
2020-12-29,"BC","Interior","Kootenay Boundary",1,1
2020-12-29,"BC","Interior","Okanagan",40,39.86
2020-12-29,"BC","Interior","Thompson Cariboo Shuswap",23,11.71
2020-12-29,"BC","Northern","All",57,35.71
2020-12-29,"BC","Northern","Northeast",10,6
2020-12-29,"BC","Northern","Northern Interior",28,22.29
2020-12-29,"BC","Northern","Northwest",19,7.43
2020-12-29,"BC","Northern","Unknown",0,0
2020-12-29,"BC","Vancouver Coastal","All",124,83
2020-12-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,15.14
2020-12-29,"BC","Vancouver Coastal","Richmond",29,19
2020-12-29,"BC","Vancouver Coastal","Unknown",1,0.14
2020-12-29,"BC","Vancouver Coastal","Vancouver",74,48.71
2020-12-29,"BC","Vancouver Island","All",14,9.14
2020-12-29,"BC","Vancouver Island","Central Vancouver Island",3,2
2020-12-29,"BC","Vancouver Island","North Vancouver Island",7,2.29
2020-12-29,"BC","Vancouver Island","South Vancouver Island",4,4.86
2020-12-29,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-12-30,"BC","All","All",594,483.14
2020-12-30,"BC","Fraser","All",339,297.57
2020-12-30,"BC","Fraser","Fraser East",77,61.29
2020-12-30,"BC","Fraser","Fraser North",69,62.86
2020-12-30,"BC","Fraser","Fraser South",193,173.29
2020-12-30,"BC","Fraser","Unknown",0,0.14
2020-12-30,"BC","Interior","All",105,59.43
2020-12-30,"BC","Interior","East Kootenay",3,2.43
2020-12-30,"BC","Interior","Kootenay Boundary",4,0.86
2020-12-30,"BC","Interior","Okanagan",68,41
2020-12-30,"BC","Interior","Thompson Cariboo Shuswap",30,15.14
2020-12-30,"BC","Northern","All",63,37
2020-12-30,"BC","Northern","Northeast",23,7.86
2020-12-30,"BC","Northern","Northern Interior",26,21.29
2020-12-30,"BC","Northern","Northwest",14,7.86
2020-12-30,"BC","Northern","Unknown",0,0
2020-12-30,"BC","Vancouver Coastal","All",75,79.71
2020-12-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,14.29
2020-12-30,"BC","Vancouver Coastal","Richmond",11,17.86
2020-12-30,"BC","Vancouver Coastal","Unknown",0,0.14
2020-12-30,"BC","Vancouver Coastal","Vancouver",51,47.43
2020-12-30,"BC","Vancouver Island","All",12,9.43
2020-12-30,"BC","Vancouver Island","Central Vancouver Island",5,2
2020-12-30,"BC","Vancouver Island","North Vancouver Island",3,2.71
2020-12-30,"BC","Vancouver Island","South Vancouver Island",4,4.71
2020-12-30,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-12-31,"BC","All","All",621,492.71
2020-12-31,"BC","Fraser","All",377,299
2020-12-31,"BC","Fraser","Fraser East",91,62.57
2020-12-31,"BC","Fraser","Fraser North",63,63.14
2020-12-31,"BC","Fraser","Fraser South",223,173.29
2020-12-31,"BC","Fraser","Unknown",0,0
2020-12-31,"BC","Interior","All",86,64.71
2020-12-31,"BC","Interior","East Kootenay",7,3.43
2020-12-31,"BC","Interior","Kootenay Boundary",5,1.57
2020-12-31,"BC","Interior","Okanagan",43,41.57
2020-12-31,"BC","Interior","Thompson Cariboo Shuswap",31,18.14
2020-12-31,"BC","Northern","All",42,37.71
2020-12-31,"BC","Northern","Northeast",13,9
2020-12-31,"BC","Northern","Northern Interior",22,21
2020-12-31,"BC","Northern","Northwest",7,7.71
2020-12-31,"BC","Northern","Unknown",0,0
2020-12-31,"BC","Vancouver Coastal","All",99,80.71
2020-12-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",11,12.86
2020-12-31,"BC","Vancouver Coastal","Richmond",25,19.29
2020-12-31,"BC","Vancouver Coastal","Unknown",0,0.14
2020-12-31,"BC","Vancouver Coastal","Vancouver",63,48.43
2020-12-31,"BC","Vancouver Island","All",17,10.57
2020-12-31,"BC","Vancouver Island","Central Vancouver Island",5,2.43
2020-12-31,"BC","Vancouver Island","North Vancouver Island",1,2.43
2020-12-31,"BC","Vancouver Island","South Vancouver Island",11,5.71
2020-12-31,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-01-01,"BC","All","All",595,519.86
2021-01-01,"BC","Fraser","All",340,309.86
2021-01-01,"BC","Fraser","Fraser East",89,66.86
2021-01-01,"BC","Fraser","Fraser North",47,61.57
2021-01-01,"BC","Fraser","Fraser South",203,181.29
2021-01-01,"BC","Fraser","Unknown",1,0.14
2021-01-01,"BC","Interior","All",60,68.14
2021-01-01,"BC","Interior","East Kootenay",1,3.43
2021-01-01,"BC","Interior","Kootenay Boundary",1,1.71
2021-01-01,"BC","Interior","Okanagan",41,43.71
2021-01-01,"BC","Interior","Thompson Cariboo Shuswap",17,19.29
2021-01-01,"BC","Northern","All",89,45.71
2021-01-01,"BC","Northern","Northeast",29,12.43
2021-01-01,"BC","Northern","Northern Interior",18,20
2021-01-01,"BC","Northern","Northwest",42,13.29
2021-01-01,"BC","Northern","Unknown",0,0
2021-01-01,"BC","Vancouver Coastal","All",88,83.29
2021-01-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",8,11.57
2021-01-01,"BC","Vancouver Coastal","Richmond",23,18.86
2021-01-01,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-01,"BC","Vancouver Coastal","Vancouver",57,52.71
2021-01-01,"BC","Vancouver Island","All",18,12.86
2021-01-01,"BC","Vancouver Island","Central Vancouver Island",6,3.29
2021-01-01,"BC","Vancouver Island","North Vancouver Island",5,3
2021-01-01,"BC","Vancouver Island","South Vancouver Island",7,6.57
2021-01-01,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-01-02,"BC","All","All",413,531.57
2021-01-02,"BC","Fraser","All",232,314
2021-01-02,"BC","Fraser","Fraser East",42,68
2021-01-02,"BC","Fraser","Fraser North",37,58.57
2021-01-02,"BC","Fraser","Fraser South",153,187.29
2021-01-02,"BC","Fraser","Unknown",0,0.14
2021-01-02,"BC","Interior","All",46,67.43
2021-01-02,"BC","Interior","East Kootenay",3,3
2021-01-02,"BC","Interior","Kootenay Boundary",1,1.86
2021-01-02,"BC","Interior","Okanagan",29,42.71
2021-01-02,"BC","Interior","Thompson Cariboo Shuswap",13,19.86
2021-01-02,"BC","Northern","All",35,47.71
2021-01-02,"BC","Northern","Northeast",6,12.86
2021-01-02,"BC","Northern","Northern Interior",22,21.57
2021-01-02,"BC","Northern","Northwest",7,13.29
2021-01-02,"BC","Northern","Unknown",0,0
2021-01-02,"BC","Vancouver Coastal","All",87,88.29
2021-01-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",8,11.14
2021-01-02,"BC","Vancouver Coastal","Richmond",16,20
2021-01-02,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-02,"BC","Vancouver Coastal","Vancouver",63,57
2021-01-02,"BC","Vancouver Island","All",13,14.14
2021-01-02,"BC","Vancouver Island","Central Vancouver Island",4,3.71
2021-01-02,"BC","Vancouver Island","North Vancouver Island",5,3.71
2021-01-02,"BC","Vancouver Island","South Vancouver Island",4,6.71
2021-01-02,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-01-03,"BC","All","All",535,540
2021-01-03,"BC","Fraser","All",275,309.14
2021-01-03,"BC","Fraser","Fraser East",58,66.29
2021-01-03,"BC","Fraser","Fraser North",61,58
2021-01-03,"BC","Fraser","Fraser South",156,184.71
2021-01-03,"BC","Fraser","Unknown",0,0.14
2021-01-03,"BC","Interior","All",83,71.57
2021-01-03,"BC","Interior","East Kootenay",0,2.86
2021-01-03,"BC","Interior","Kootenay Boundary",6,2.57
2021-01-03,"BC","Interior","Okanagan",59,45.14
2021-01-03,"BC","Interior","Thompson Cariboo Shuswap",18,21
2021-01-03,"BC","Northern","All",27,47.14
2021-01-03,"BC","Northern","Northeast",3,12.71
2021-01-03,"BC","Northern","Northern Interior",17,20.43
2021-01-03,"BC","Northern","Northwest",7,14
2021-01-03,"BC","Northern","Unknown",0,0
2021-01-03,"BC","Vancouver Coastal","All",134,97.29
2021-01-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",10,11.57
2021-01-03,"BC","Vancouver Coastal","Richmond",26,20.86
2021-01-03,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-03,"BC","Vancouver Coastal","Vancouver",98,64.71
2021-01-03,"BC","Vancouver Island","All",16,14.86
2021-01-03,"BC","Vancouver Island","Central Vancouver Island",8,4.71
2021-01-03,"BC","Vancouver Island","North Vancouver Island",5,3.86
2021-01-03,"BC","Vancouver Island","South Vancouver Island",3,6.29
2021-01-03,"Out of Canada","Out of Canada","Out of Canada",0,0
2021-01-04,"BC","All","All",517,556.14
2021-01-04,"BC","Fraser","All",290,315.43
2021-01-04,"BC","Fraser","Fraser East",70,70.71
2021-01-04,"BC","Fraser","Fraser North",38,56.14
