Date,Region,New_Tests,Total_Tests,Positivity,Turn_Around
2020-12-10,Northern,377,39535,10.41,28.5
2020-12-10,Unknown,70,25998,0,51.7
2020-12-10,Vancouver Coastal,2569,414818,4.37,22
2020-12-10,Vancouver Island,1150,143235,0.99,13
2020-12-11,BC,13420,1300691,6.43,29.1
2020-12-11,Fraser,6542,538758,8.7,30.7
2020-12-11,Interior,1048,132517,6.81,23.6
2020-12-11,Northern,429,39964,10.32,30.5
2020-12-11,Unknown,122,26120,0,39.9
2020-12-11,Vancouver Coastal,4130,418948,4.01,31.1
2020-12-11,Vancouver Island,1149,144384,0.97,16
2020-12-12,BC,9437,1310128,6.77,25.6
2020-12-12,Fraser,5162,543920,9.09,26.3
2020-12-12,Interior,746,133263,7.09,24.5
2020-12-12,Northern,422,40386,10.33,29
2020-12-12,Unknown,63,26183,0,36.4
2020-12-12,Vancouver Coastal,2177,421125,4.33,26.5
2020-12-12,Vancouver Island,867,145251,0.97,17.6
2020-12-13,BC,10158,1320286,6.67,32
2020-12-13,Fraser,4772,548692,8.9,33.5
2020-12-13,Interior,859,134122,7.19,21.2
2020-12-13,Northern,358,40744,10.73,26.6
2020-12-13,Unknown,111,26294,0,46.1
2020-12-13,Vancouver Coastal,3226,424351,4.24,35.3
2020-12-13,Vancouver Island,832,146083,0.95,22.1
2020-12-14,BC,7011,1327297,6.57,23.8
2020-12-14,Fraser,3181,551873,8.78,27.9
2020-12-14,Interior,968,135090,7.36,23.1
2020-12-14,Northern,276,41020,10.61,25.1
2020-12-14,Unknown,76,26370,0,40.8
2020-12-14,Vancouver Coastal,1780,426131,4.09,20.8
2020-12-14,Vancouver Island,730,146813,0.95,11.9
2020-12-15,BC,15390,1342687,6.24,22.7
2020-12-15,Fraser,7121,558994,8.35,24.1
2020-12-15,Interior,1207,136297,7.26,23.1
2020-12-15,Northern,390,41410,10.06,25.4
2020-12-15,Unknown,327,26697,0,22
2020-12-15,Vancouver Coastal,5246,431377,3.73,22.7
2020-12-15,Vancouver Island,1099,147912,1,12.3
2020-12-16,BC,12697,1355384,6.06,25.3
2020-12-16,Fraser,6053,565047,7.98,27.7
2020-12-16,Interior,1166,137463,7.04,22.7
2020-12-16,Northern,436,41846,10.23,31.3
2020-12-16,Unknown,212,26909,0,26.1
2020-12-16,Vancouver Coastal,3760,435137,3.71,24.4
2020-12-16,Vancouver Island,1070,148982,0.97,15.5
2020-12-17,BC,11470,1366854,5.77,23.6
2020-12-17,Fraser,5296,570343,7.67,26.6
2020-12-17,Interior,961,138424,6.57,24.3
2020-12-17,Northern,415,42261,10.2,32.8
2020-12-17,Unknown,208,27117,0,22.7
2020-12-17,Vancouver Coastal,3558,438695,3.47,21
2020-12-17,Vancouver Island,1032,150014,1,13.7
2020-12-18,BC,11751,1378605,5.82,23.8
2020-12-18,Fraser,5519,575862,7.72,25.5
2020-12-18,Interior,1131,139555,6.61,25.9
2020-12-18,Northern,541,42802,10.47,33.9
2020-12-18,Unknown,292,27409,0,23.8
2020-12-18,Vancouver Coastal,3214,441909,3.52,21.4
2020-12-18,Vancouver Island,1054,151068,0.94,14.4
2020-12-19,BC,10493,1389098,5.55,23.6
2020-12-19,Fraser,5249,581111,7.27,23.5
2020-12-19,Interior,1142,140697,6.38,32.9
2020-12-19,Northern,390,43192,10.12,31.4
2020-12-19,Unknown,161,27570,0,20.7
2020-12-19,Vancouver Coastal,2889,444798,3.43,20.9
2020-12-19,Vancouver Island,662,151730,0.99,17.3
2020-12-20,BC,6964,1396062,5.71,23.3
2020-12-20,Fraser,3352,584463,7.51,23.3
2020-12-20,Interior,1255,141952,6.36,29.6
2020-12-20,Northern,136,43328,10.06,18.5
2020-12-20,Unknown,73,27643,0,27
2020-12-20,Vancouver Coastal,1526,446324,3.54,20.9
2020-12-20,Vancouver Island,622,152352,0.94,17.3
2020-12-21,BC,6519,1402581,5.6,20.7
2020-12-21,Fraser,2897,587360,7.38,22.2
2020-12-21,Interior,868,142820,6.05,19.9
2020-12-21,Northern,293,43621,10.03,34.5
2020-12-21,Unknown,66,27709,0,20.2
2020-12-21,Vancouver Coastal,1765,448089,3.48,19.5
2020-12-21,Vancouver Island,630,152982,0.88,11.3
2020-12-22,BC,8993,1411574,5.98,21.6
2020-12-22,Fraser,4339,591699,7.9,22.9
2020-12-22,Interior,567,143387,5.9,22.7
2020-12-22,Northern,283,43904,10.83,41
2020-12-22,Unknown,227,27936,0,19.6
2020-12-22,Vancouver Coastal,3023,451112,3.81,19.4
2020-12-22,Vancouver Island,554,153536,1.05,13.5
2020-12-23,BC,8647,1420221,6.19,22.7
2020-12-23,Fraser,3904,595603,8.22,24.6
2020-12-23,Interior,663,144050,6.32,25
2020-12-23,Northern,468,44372,11.05,44.1
2020-12-23,Unknown,206,28142,0,37.2
2020-12-23,Vancouver Coastal,2530,453642,3.78,17.6
2020-12-23,Vancouver Island,876,154412,1.22,12.5
2020-12-24,BC,8021,1428242,6.42,22
2020-12-24,Fraser,4288,599891,8.43,23.4
2020-12-24,Interior,450,144500,6.44,25.4
2020-12-24,Northern,314,44686,11.09,30.4
2020-12-24,Unknown,182,28324,0,19.9
2020-12-24,Vancouver Coastal,2167,455809,3.98,20.1
2020-12-24,Vancouver Island,620,155032,1.41,13.1
2020-12-25,BC,4893,1433135,6.75,23.7
2020-12-25,Fraser,2667,602558,8.77,24.7
2020-12-25,Interior,386,144886,6.57,26.5
2020-12-25,Northern,259,44945,11.15,34.3
2020-12-25,Unknown,71,28395,0,24.1
2020-12-25,Vancouver Coastal,1145,456954,4.36,20.8
2020-12-25,Vancouver Island,365,155397,1.5,14.5
2020-12-26,BC,3689,1436824,7.16,16.3
2020-12-26,Fraser,2097,604655,9.3,17
2020-12-26,Interior,223,145109,7.18,17.3
2020-12-26,Northern,140,45085,12.04,24.3
2020-12-26,Unknown,94,28489,0,12.3
2020-12-26,Vancouver Coastal,888,457842,4.55,15.1
2020-12-26,Vancouver Island,247,155644,1.66,11.2
2020-12-27,BC,4601,1441425,7.41,16.4
2020-12-27,Fraser,2560,607215,9.52,17.6
2020-12-27,Interior,380,145489,7.69,17.8
2020-12-27,Northern,120,45205,12.95,18.8
2020-12-27,Unknown,52,28541,0,18.5
2020-12-27,Vancouver Coastal,1000,458842,4.76,14.8
2020-12-27,Vancouver Island,489,156133,1.67,11.7
2020-12-28,BC,5399,1446824,7.59,18
2020-12-28,Fraser,2870,610085,9.66,18.9
2020-12-28,Interior,317,145806,8.27,22.8
2020-12-28,Northern,119,45324,13.51,15.2
2020-12-28,Unknown,107,28648,0,23.5
2020-12-28,Vancouver Coastal,1478,460320,4.83,16.9
2020-12-28,Vancouver Island,508,156641,1.94,12.2
2020-12-29,BC,7287,1454111,8.15,20.4
2020-12-29,Fraser,3228,613313,10.28,21.4
2020-12-29,Interior,919,146725,8.42,23.2
2020-12-29,Northern,260,45584,14.52,29.8
2020-12-29,Unknown,124,28772,0,13.5
2020-12-29,Vancouver Coastal,1953,462273,5.55,20.2
2020-12-29,Vancouver Island,803,157444,1.87,11.4
2020-12-30,BC,7802,1461913,8.5,19.4
2020-12-30,Fraser,3589,616902,10.61,20.5
2020-12-30,Interior,896,147621,9.47,21.4
2020-12-30,Northern,482,46066,14.52,27.6
2020-12-30,Unknown,229,29001,0,19.4
2020-12-30,Vancouver Coastal,1901,464174,5.72,17.1
2020-12-30,Vancouver Island,705,158149,2.01,11.8
2020-12-31,BC,7310,1469223,8.72,19.4
2020-12-31,Fraser,4011,620913,10.72,20.7
2020-12-31,Interior,488,148109,10,24
2020-12-31,Northern,196,46262,15.86,20.8
2020-12-31,Unknown,126,29127,0,21.1
2020-12-31,Vancouver Coastal,1646,465820,6.02,17.3
2020-12-31,Vancouver Island,843,158992,2.05,13.7
2021-01-01,BC,6692,1475915,8.81,20.1
2021-01-01,Fraser,3448,624361,10.68,19
2021-01-01,Interior,468,148577,10.13,22.6
2021-01-01,Northern,409,46671,17.84,39.8
2021-01-01,Unknown,133,29260,0,22.1
2021-01-01,Vancouver Coastal,1683,467503,5.94,19.1
2021-01-01,Vancouver Island,551,159543,2.34,12.7
2021-01-02,BC,5064,1480979,8.73,17.9
2021-01-02,Fraser,2205,626566,10.66,17.9
2021-01-02,Interior,562,149139,9.5,22.4
2021-01-02,Northern,255,46926,17.65,35.6
2021-01-02,Unknown,222,29482,0,20.4
2021-01-02,Vancouver Coastal,1375,468878,6.01,13.9
2021-01-02,Vancouver Island,445,159988,2.44,13
2021-01-03,BC,5943,1486922,8.6,18.5
2021-01-03,Fraser,3113,629679,10.28,18.9
2021-01-03,Interior,507,149646,9.89,20.5
2021-01-03,Northern,180,47106,16.78,25.4
2021-01-03,Unknown,69,29551,0,19
2021-01-03,Vancouver Coastal,1596,470474,6.18,17.8
2021-01-03,Vancouver Island,478,160466,2.56,13.4
2021-01-04,BC,6495,1493417,8.63,17
2021-01-04,Fraser,2740,632419,10.39,19.3
2021-01-04,Interior,577,150223,9.89,20.4
2021-01-04,Northern,231,47337,17.44,18.5
2021-01-04,Unknown,447,29998,0,10.1
2021-01-04,Vancouver Coastal,1802,472276,6.34,16
2021-01-04,Vancouver Island,698,161164,2.41,11.5
2021-01-05,BC,9130,1502547,8.24,19.5
2021-01-05,Fraser,3971,636390,9.85,21.5
2021-01-05,Interior,910,151133,10.1,20.6
2021-01-05,Northern,257,47594,16.32,21.7
2021-01-05,Unknown,204,30202,0,18.7
2021-01-05,Vancouver Coastal,2788,475064,6.08,19.1
2021-01-05,Vancouver Island,1000,162164,2.69,11.7
2021-01-06,BC,9383,1511930,8.01,21
2021-01-06,Fraser,4418,640808,9.43,23.9
2021-01-06,Interior,1092,152225,9.4,19.3
2021-01-06,Northern,379,47973,17.83,27
2021-01-06,Unknown,193,30395,0,17.4
2021-01-06,Vancouver Coastal,2531,477595,5.96,18.6
2021-01-06,Vancouver Island,770,162934,2.65,12.5
2021-01-07,BC,8791,1520721,7.7,20.2
2021-01-07,Fraser,4183,644991,9.04,20.7
2021-01-07,Interior,920,153145,8.84,20.8
2021-01-07,Northern,337,48310,17.14,30.5
2021-01-07,Unknown,150,30545,0,17.5
2021-01-07,Vancouver Coastal,2470,480065,5.68,19.8
2021-01-07,Vancouver Island,731,163665,2.97,13.8
2021-01-08,BC,9297,1530018,7.15,19.5
2021-01-08,Fraser,4383,649374,8.42,21.2
2021-01-08,Interior,710,153855,8.62,18.9
2021-01-08,Northern,327,48637,15.31,29.6
2021-01-08,Unknown,212,30757,0,13.5
2021-01-08,Vancouver Coastal,2880,482945,5.39,18.1
2021-01-08,Vancouver Island,785,164450,2.69,12.8
2021-01-09,BC,8286,1538304,6.95,19.8
2021-01-09,Fraser,4127,653501,8.07,19
2021-01-09,Interior,456,154311,8.24,18.3
2021-01-09,Northern,448,49085,16.03,37.5
2021-01-09,Unknown,105,30862,0,24.8
2021-01-09,Vancouver Coastal,2410,485355,5.13,19.6
2021-01-09,Vancouver Island,740,165190,2.86,14.1
2021-01-10,BC,5526,1543830,6.87,17.7
2021-01-10,Fraser,2473,655974,7.97,16.7
2021-01-10,Interior,659,154970,8.25,18.7
2021-01-10,Northern,302,49387,16.57,30
2021-01-10,Unknown,118,30980,0,16.6
2021-01-10,Vancouver Coastal,1362,486717,4.85,18.2
2021-01-10,Vancouver Island,612,165802,2.87,13.1
2021-01-11,BC,6552,1550382,6.65,14.8
2021-01-11,Fraser,2734,658708,7.52,16.1
2021-01-11,Interior,659,155629,8.51,19
2021-01-11,Northern,218,49605,16.45,21.9
2021-01-11,Unknown,230,31210,0,13.4
2021-01-11,Vancouver Coastal,2077,488794,4.64,12.8
2021-01-11,Vancouver Island,634,166436,2.96,9.9
2021-01-12,BC,9788,1560170,6.44,18.3
2021-01-12,Fraser,4477,663185,7.14,20.5
2021-01-12,Interior,949,156578,8.56,21
2021-01-12,Northern,249,49854,16.68,20.3
2021-01-12,Unknown,234,31444,0,13.5
2021-01-12,Vancouver Coastal,2907,491701,4.47,16.8
2021-01-12,Vancouver Island,972,167408,2.96,10.9
2021-01-13,BC,9241,1569411,6.27,18.8
2021-01-13,Fraser,4320,667505,6.76,19.7
2021-01-13,Interior,942,157520,9.39,22
2021-01-13,Northern,328,50182,15.71,27
2021-01-13,Unknown,153,31597,0,19.1
2021-01-13,Vancouver Coastal,2394,494095,4.52,18.3
2021-01-13,Vancouver Island,1104,168512,2.92,11.4
2021-01-14,BC,9902,1579313,6.12,19
2021-01-14,Fraser,4299,671804,6.62,19.1
2021-01-14,Interior,1287,158807,9.22,21.6
2021-01-14,Northern,366,50548,15.24,31.8
2021-01-14,Unknown,230,31827,0,17.1
2021-01-14,Vancouver Coastal,2846,496941,4.46,18.1
2021-01-14,Vancouver Island,874,169386,2.57,12.2
2021-01-15,BC,9084,1588397,6.29,18.1
2021-01-15,Fraser,4028,675832,6.5,17.9
2021-01-15,Interior,1221,160028,9.7,21
2021-01-15,Northern,392,50940,16.63,31.2
2021-01-15,Unknown,186,32013,0,18.7
2021-01-15,Vancouver Coastal,2433,499374,4.62,17
2021-01-15,Vancouver Island,824,170210,3,11.4
2021-01-16,BC,9834,1598231,6.09,21.5
2021-01-16,Fraser,4647,680479,6.17,20.3
2021-01-16,Interior,1123,161151,9.61,21.4
2021-01-16,Northern,447,51387,16.03,35.5
2021-01-16,Unknown,205,32218,0,28.4
2021-01-16,Vancouver Coastal,2756,502130,4.51,21.3
2021-01-16,Vancouver Island,656,170866,2.84,18.8
2021-01-17,BC,5072,1603303,5.86,17.7
2021-01-17,Fraser,2353,682832,5.92,17.5
2021-01-17,Interior,372,161523,9.22,17.5
2021-01-17,Northern,208,51595,15.62,29.9
2021-01-17,Unknown,83,32301,0,19.9
2021-01-17,Vancouver Coastal,1426,503556,4.48,17.2
2021-01-17,Vancouver Island,630,171496,2.77,15.2
2021-01-18,BC,5982,1609285,5.89,14.7
2021-01-18,Fraser,2781,685613,6.06,15.2
2021-01-18,Interior,787,162310,8.83,17.5
2021-01-18,Northern,151,51746,15.09,19.3
2021-01-18,Unknown,124,32425,0,11.8
2021-01-18,Vancouver Coastal,1546,505102,4.52,14.5
2021-01-18,Vancouver Island,593,172089,2.88,9.1
2021-01-19,BC,10813,1620098,5.85,17.8
2021-01-19,Fraser,4755,690368,6.05,18.2
2021-01-19,Interior,1168,163478,8.71,19.1
2021-01-19,Northern,222,51968,15.18,20.1
2021-01-19,Unknown,170,32595,0,20.3
2021-01-19,Vancouver Coastal,3663,508765,4.36,18.4
2021-01-19,Vancouver Island,835,172924,2.88,10
2021-01-20,BC,9466,1629564,5.9,18
2021-01-20,Fraser,4148,694516,6.08,17.4
2021-01-20,Interior,905,164383,8.26,19.4
2021-01-20,Northern,509,52477,15.34,32.2
2021-01-20,Unknown,411,33006,0,15.7
2021-01-20,Vancouver Coastal,2517,511282,4.25,17.2
2021-01-20,Vancouver Island,976,173900,3.41,14.7
2021-01-21,BC,9976,1639540,5.89,18.7
2021-01-21,Fraser,4590,699106,5.89,18.1
2021-01-21,Interior,999,165382,8.46,20.7
2021-01-21,Northern,389,52866,15.83,32.9
2021-01-21,Unknown,348,33354,0,16.6
2021-01-21,Vancouver Coastal,2917,514199,4.35,18.6
2021-01-21,Vancouver Island,733,174633,3.51,13.2
2021-01-22,BC,10820,1650360,5.6,19.2
2021-01-22,Fraser,4425,703531,5.73,19.3
2021-01-22,Interior,1144,166526,8.33,24.6
2021-01-22,Northern,376,53242,14.29,31.2
2021-01-22,Unknown,600,33954,0,16.8
2021-01-22,Vancouver Coastal,3355,517554,4.06,18.1
2021-01-22,Vancouver Island,920,175553,3.35,12.8
2021-01-23,BC,9594,1659954,5.64,21
2021-01-23,Fraser,3976,707507,5.78,20.9
2021-01-23,Interior,1234,167760,8.47,19.6
2021-01-23,Northern,329,53571,13.92,32.6
2021-01-23,Unknown,290,34244,0,22.2
2021-01-23,Vancouver Coastal,3001,520555,4.12,21.5
2021-01-23,Vancouver Island,764,176317,3.39,16.4
2021-01-24,BC,6066,1666020,5.72,17.5
2021-01-24,Fraser,2715,710222,5.97,16.7
2021-01-24,Interior,784,168544,8.4,15.4
2021-01-24,Northern,198,53769,13.94,31.7
2021-01-24,Unknown,266,34510,0,14.8
2021-01-24,Vancouver Coastal,1440,521995,4.11,17.2
2021-01-24,Vancouver Island,663,176980,3.43,20.5
2021-01-25,BC,6437,1672457,5.65,15.1
2021-01-25,Fraser,2550,712772,5.79,15.5
2021-01-25,Interior,854,169398,8.61,13.9
2021-01-25,Northern,208,53977,13.49,14.9
2021-01-25,Unknown,255,34765,0,20
2021-01-25,Vancouver Coastal,2001,523996,4.12,15.8
2021-01-25,Vancouver Island,569,177549,3.39,10.9
2021-01-26,BC,12159,1684616,5.51,19.6
2021-01-26,Fraser,5304,718076,5.48,20.4
2021-01-26,Interior,1203,170601,8.68,19.4
2021-01-26,Northern,278,54255,13.25,22.2
2021-01-26,Unknown,337,35102,0,21.5
2021-01-26,Vancouver Coastal,4084,528080,4.05,19.9
2021-01-26,Vancouver Island,953,178502,3.66,12.8
2021-01-27,BC,10420,1695036,5.36,20.2
2021-01-27,Fraser,4444,722520,5.45,20.2
2021-01-27,Interior,1187,171788,7.85,19.7
2021-01-27,Northern,497,54752,12.57,37
2021-01-27,Unknown,214,35316,0,29.5
2021-01-27,Vancouver Coastal,3087,531167,4.12,19
2021-01-27,Vancouver Island,991,179493,3.38,14.4
2021-01-28,BC,12270,1707306,5.2,20.1
2021-01-28,Fraser,5270,727790,5.26,20.4
2021-01-28,Interior,1076,172864,7.74,17.4
2021-01-28,Northern,409,55161,12.46,33.5
2021-01-28,Unknown,368,35684,0,26.2
2021-01-28,Vancouver Coastal,3870,535037,4,20.5
2021-01-28,Vancouver Island,1277,180770,3.31,14.4
2021-01-29,BC,9219,1716525,5.19,18.2
2021-01-29,Fraser,3799,731589,5.31,18.8
2021-01-29,Interior,1029,173893,7.17,18.2
2021-01-29,Northern,307,55468,12.62,28
2021-01-29,Unknown,374,36058,0,24.2
2021-01-29,Vancouver Coastal,2582,537619,4.15,17.6
2021-01-29,Vancouver Island,1128,181898,3.06,12.7
2021-01-30,BC,8643,1725168,5.24,18.8
2021-01-30,Fraser,3883,735472,5.29,18.6
2021-01-30,Interior,1038,174931,7.43,19.4
2021-01-30,Northern,285,55753,12.79,32.2
2021-01-30,Unknown,297,36355,0,24
2021-01-30,Vancouver Coastal,2317,539936,4.27,19.2
2021-01-30,Vancouver Island,823,182721,3.15,11.7
2021-01-31,BC,5222,1730390,5.15,16.4
2021-01-31,Fraser,2298,737770,5.11,16.4
2021-01-31,Interior,736,175667,7.23,13.4
2021-01-31,Northern,180,55933,12.71,29
2021-01-31,Unknown,63,36418,0,24
2021-01-31,Vancouver Coastal,1188,541124,4.24,16
2021-01-31,Vancouver Island,757,183478,3.28,16.4
2021-02-01,BC,6467,1736857,5.17,14.5
2021-02-01,Fraser,2626,740396,5.21,15.2
2021-02-01,Interior,789,176456,6.91,15
2021-02-01,Northern,217,56150,12.93,29.8
2021-02-01,Unknown,79,36497,0,21
2021-02-01,Vancouver Coastal,1565,542689,4.34,16.4
2021-02-01,Vancouver Island,1191,184669,3.12,7.1
2021-02-02,BC,8159,1745016,5.3,18.4
2021-02-02,Fraser,3462,743858,5.55,20.5
2021-02-02,Interior,1133,177589,6.43,17.2
2021-02-02,Northern,221,56371,12.95,25.1
2021-02-02,Unknown,131,36628,0,19.1
2021-02-02,Vancouver Coastal,2495,545184,4.54,18.2
2021-02-02,Vancouver Island,717,185386,2.88,9
2021-02-03,BC,9895,1754911,5.37,18.3
2021-02-03,Fraser,3793,747651,5.65,20.7
2021-02-03,Interior,955,178544,6.72,16.5
2021-02-03,Northern,389,56760,13.7,28.1
2021-02-03,Unknown,108,36736,0,18.2
2021-02-03,Vancouver Coastal,2068,547252,4.62,20.6
2021-02-03,Vancouver Island,2582,187968,3.04,11.9
2021-02-04,BC,8491,1763402,5.62,19
2021-02-04,Fraser,3628,751279,5.99,20.1
2021-02-04,Interior,1120,179664,6.49,16.6
2021-02-04,Northern,357,57117,14.72,29.7
2021-02-04,Unknown,173,36909,0,17.4
2021-02-04,Vancouver Coastal,2250,549502,4.87,19.5
2021-02-04,Vancouver Island,963,188931,3.15,13.1
2021-02-05,BC,8285,1771687,5.76,18.7
2021-02-05,Fraser,3596,754875,6.12,19.2
2021-02-05,Interior,1157,180821,6.68,16.2
2021-02-05,Northern,270,57387,14.33,31.4
2021-02-05,Unknown,186,37095,0,25.5
2021-02-05,Vancouver Coastal,2039,551541,4.94,19.5
2021-02-05,Vancouver Island,1037,189968,3.4,14
2021-02-06,BC,7286,1778973,5.9,18.9
2021-02-06,Fraser,3257,758132,6.46,18.1
2021-02-06,Interior,801,181622,6.26,15.7
2021-02-06,Northern,450,57837,15.02,37.5
2021-02-06,Unknown,99,37194,0,22.7
2021-02-06,Vancouver Coastal,1815,553356,4.96,19
2021-02-06,Vancouver Island,864,190832,3.29,14.4
2021-02-07,BC,5453,1784426,5.98,18.4
2021-02-07,Fraser,2466,760598,6.66,18.9
2021-02-07,Interior,549,182171,6.15,13.5
2021-02-07,Northern,173,58010,15.31,31.6
2021-02-07,Unknown,81,37275,0,24.7
2021-02-07,Vancouver Coastal,1465,554821,4.96,18.5
2021-02-07,Vancouver Island,719,191551,3.23,16.7
2021-02-08,BC,5413,1789839,6.1,16.1
2021-02-08,Fraser,2358,762956,6.84,17.4
2021-02-08,Interior,707,182878,6.15,13.5
2021-02-08,Northern,218,58228,15.78,23.9
2021-02-08,Unknown,59,37334,0,13.6
2021-02-08,Vancouver Coastal,1459,556280,4.92,16.6
2021-02-08,Vancouver Island,612,192163,3.43,10.2
2021-02-09,BC,8624,1798463,6.22,18.3
2021-02-09,Fraser,4115,767071,6.97,19.7
2021-02-09,Interior,876,183754,6.15,19
2021-02-09,Northern,273,58501,16.15,23.1
2021-02-09,Unknown,107,37441,0,18.8
2021-02-09,Vancouver Coastal,2315,558595,5.06,18.2
2021-02-09,Vancouver Island,938,193101,3.41,10.5
2021-02-10,BC,8477,1806940,6.25,18.2
2021-02-10,Fraser,3641,770712,7.06,18.5
2021-02-10,Interior,1064,184818,5.98,17
2021-02-10,Northern,374,58875,15.41,30.6
2021-02-10,Unknown,134,37575,0,24
2021-02-10,Vancouver Coastal,2116,560711,5.11,17.8
2021-02-10,Vancouver Island,1148,194249,2.99,14.1
2021-02-11,BC,7472,1814412,6.29,17.3
2021-02-11,Fraser,3236,773948,7.19,18.3
2021-02-11,Interior,773,185591,6.04,17.6
2021-02-11,Northern,221,59096,14.1,28.1
2021-02-11,Unknown,173,37748,0,12.5
2021-02-11,Vancouver Coastal,2168,562879,5.31,17.3
2021-02-11,Vancouver Island,901,195150,2.81,12.3
2021-02-12,BC,7792,1822204,6.36,21.3
2021-02-12,Fraser,3225,777173,7.44,20.4
2021-02-12,Interior,1021,186612,5.47,23.3
2021-02-12,Northern,515,59611,14.34,41.5
2021-02-12,Unknown,145,37893,0,22.4
2021-02-12,Vancouver Coastal,2023,564902,5.33,19.4
2021-02-12,Vancouver Island,863,196013,2.53,15
2021-02-13,BC,7384,1829588,6.28,19.5
2021-02-13,Fraser,3589,780762,7.3,18.4
2021-02-13,Interior,634,187246,5.21,19.3
2021-02-13,Northern,307,59918,13.79,33.8
2021-02-13,Unknown,342,38235,0,27.8
2021-02-13,Vancouver Coastal,1931,566833,5.51,18.2
2021-02-13,Vancouver Island,581,196594,2.48,18.6
2021-02-14,BC,5524,1835112,6.31,19.1
2021-02-14,Fraser,2578,783340,7.33,17.4
2021-02-14,Interior,656,187902,4.9,19.2
2021-02-14,Northern,288,60206,12.8,38.5
2021-02-14,Unknown,149,38384,0,19.1
2021-02-14,Vancouver Coastal,1419,568252,5.76,17.5
2021-02-14,Vancouver Island,434,197028,2.41,21.2
2021-02-15,BC,5385,1840497,6.17,14.4
2021-02-15,Fraser,2776,786116,7.11,15.2
2021-02-15,Interior,382,188284,4.64,13.8
2021-02-15,Northern,84,60290,12.42,8.6
2021-02-15,Unknown,169,38553,0,10.6
2021-02-15,Vancouver Coastal,1379,569631,5.74,15.2
2021-02-15,Vancouver Island,595,197623,2.36,11.1
2021-02-16,BC,6263,1846760,6.29,17.2
2021-02-16,Fraser,2339,788455,7.44,17.4
2021-02-16,Interior,761,189045,4.63,18.1
2021-02-16,Northern,280,60570,11.12,37.6
2021-02-16,Unknown,259,38812,0,13.9
2021-02-16,Vancouver Coastal,1765,571396,6,16
2021-02-16,Vancouver Island,859,198482,2.29,12.4
2021-02-17,BC,9644,1856404,6.49,19.8
2021-02-17,Fraser,4526,792981,7.71,19.8
2021-02-17,Interior,741,189786,4.19,20.2
2021-02-17,Northern,390,60960,13.57,40.3
2021-02-17,Unknown,153,38965,0,28.5
2021-02-17,Vancouver Coastal,2686,574082,5.94,20.1
2021-02-17,Vancouver Island,1148,199630,2.38,10.8
2021-02-18,BC,8664,1865068,6.55,18.8
2021-02-18,Fraser,3891,796872,7.82,19.6
2021-02-18,Interior,987,190773,4.42,19.3
2021-02-18,Northern,381,61341,13.27,30.3
2021-02-18,Unknown,211,39176,0,17.7
2021-02-18,Vancouver Coastal,2249,576331,5.83,18.3
2021-02-18,Vancouver Island,945,200575,2.51,12.2
2021-02-19,BC,7742,1872810,6.67,18.5
2021-02-19,Fraser,3523,800395,7.87,19.1
2021-02-19,Interior,699,191472,4.32,21.1
2021-02-19,Northern,410,61751,13.32,29.7
2021-02-19,Unknown,140,39316,0,13.2
2021-02-19,Vancouver Coastal,2008,578339,6.09,18.4
2021-02-19,Vancouver Island,962,201537,2.95,10.6
2021-02-20,BC,7368,1880178,6.72,19.3
2021-02-20,Fraser,3531,803926,8.06,18.9
2021-02-20,Interior,602,192074,4.14,22.2
2021-02-20,Northern,284,62035,12.75,30.4
2021-02-20,Unknown,192,39508,0,28.8
2021-02-20,Vancouver Coastal,2020,580359,6.08,18.9
2021-02-20,Vancouver Island,739,202276,3.13,13
2021-02-21,BC,6220,1886398,6.81,18.7
2021-02-21,Fraser,2988,806914,8.23,18.5
2021-02-21,Interior,515,192589,4.63,23
2021-02-21,Northern,266,62301,12.89,39.5
2021-02-21,Unknown,175,39683,0,16.3
2021-02-21,Vancouver Coastal,1591,581950,5.96,17.1
2021-02-21,Vancouver Island,685,202961,3.2,12.4
2021-02-22,BC,6945,1893343,6.97,17.2
2021-02-22,Fraser,2627,809541,8.55,18.5
2021-02-22,Interior,751,193340,4.79,18.8
2021-02-22,Northern,346,62647,13.32,36.3
2021-02-22,Unknown,291,39974,0,15.3
2021-02-22,Vancouver Coastal,2024,583974,5.98,15.2
2021-02-22,Vancouver Island,906,203867,3.38,10.3
2021-02-23,BC,10082,1903425,6.71,18.7
2021-02-23,Fraser,4796,814337,8.08,20.2
2021-02-23,Interior,1058,194398,4.41,17.8
2021-02-23,Northern,262,62909,13.6,25.4
2021-02-23,Unknown,232,40206,0,23
2021-02-23,Vancouver Coastal,2726,586700,5.79,18.2
2021-02-23,Vancouver Island,1008,204875,3.5,10.8
2021-02-24,BC,8473,1911898,6.61,20.3
2021-02-24,Fraser,3844,818181,7.87,22.2
2021-02-24,Interior,790,195188,4.46,17.9
2021-02-24,Northern,293,63202,11.78,28.9
2021-02-24,Unknown,252,40458,0,24.9
2021-02-24,Vancouver Coastal,2312,589012,5.96,19.5
2021-02-24,Vancouver Island,982,205857,3.89,12.5
2021-02-25,BC,9280,1921178,6.66,19
2021-02-25,Fraser,4152,822333,7.97,19.8
2021-02-25,Interior,938,196126,4.3,16.5
2021-02-25,Northern,340,63542,11.68,36.3
2021-02-25,Unknown,349,40807,0,22.1
2021-02-25,Vancouver Coastal,2534,591546,6.08,18.9
2021-02-25,Vancouver Island,967,206824,4.02,11.6
